CREATION_ANALYSIS_KEY,CREATION_DATE,COMPONENT,EFFORT,TYPE,TAGS,SEVERITY,maintainability_Rating,security_Rating,RELIABILITY_RATING,DEVELOPMENT_COST,MESSAGE
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/PageRules.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make elementURI a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,"cert,pitfall",0.4,1,0.1,0.05,3046680,"Rename ""rules"" which hides the field declared at line 104."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Add the ""@Override"" annotation above this method signature"
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,"cert,cwe,misra",0.4,1,0.1,0.05,3046680,Add a default case to this switch.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""items"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""count"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""rules"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,20,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""startElement"" is 20 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""range"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"Reduce this switch case number of lines from 53 to at most 5, for example by extracting code into methods."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""pagesheet"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,"misra,unused",0.4,1,0.1,0.05,3046680,This block of commented-out lines of code should be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""element"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""group"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,20,BUG,"cert,cwe",0.4,1,0.1,0.05,3046680,Use super.clone() to create and seed the cloned instance to be returned.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""link"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,5,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"Reduce this switch case number of lines from 26 to at most 5, for example by extracting code into methods."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make characters a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make elementEnd a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,VULNERABILITY,cwe,0.4,1,0.1,0.05,3046680,Make elementStart a static final constant or non-public and provide accessors if needed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""unit"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Pagesheet.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""chars"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""total"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""current"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""clean-uri"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,5,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Move the array designator from the variable to the type.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""current-uri"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,60,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""CDATA"" 29 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""range"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,8,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""item-group"" 3 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long parameter list
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,5,CODE_SMELL,"cert,pitfall",0.4,1,0.1,0.05,3046680,"Rename ""itemGroup"" which hides the field declared at line 65."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,11,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""addPaginateTags"" is 11 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/pagination/Paginator.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/ReadDOMSessionTransformer.java,5,CODE_SMELL,clumsy,0.4,1,0.1,0.05,3046680,Merge this if statement with the enclosing one.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Reorder the modifiers to comply with the Java Language Specification.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,11,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""startElement"" is 11 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long method
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/RoleFilterTransformer.java,5,CODE_SMELL,suspicious,0.4,1,0.1,0.05,3046680,"Add a nested comment explaining why this method is empty, throw an UnsupportedOperationException or complete the implementation."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,"Rename this field ""parent_state"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Replace all tab characters in this file by sequences of white-spaces.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""false"" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,design,0.2,1,0.1,0.05,3046680,"Define a constant instead of duplicating this literal ""FAIL exception: "" 4 times."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,20,CODE_SMELL,confusing,0.4,1,0.1,0.05,3046680,Extract this nested try block into a separate method.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,30,CODE_SMELL,"cert,error-handling,suspicious",0.4,1,0.1,0.05,3046680,Refactor this code to not throw exceptions in finally blocks.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,5,CODE_SMELL,"misra,pitfall",0.4,1,0.1,0.05,3046680,"Introduce a new variable instead of reusing the parameter ""path""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""REPLACE"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,28,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""startTransformingElement"" is 28 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""true"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,40,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""insertFragment"" is 40 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""false"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""END"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""REINSERT"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""FILE"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,5,CODE_SMELL,"misra,pitfall",0.4,1,0.1,0.05,3046680,"Introduce a new variable instead of reusing the parameter ""localSerializer""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""FRAGMENT"" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,20,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"Method has 9 parameters, which is greater than 7 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.4,1,0.1,0.05,3046680,Long parameter list
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,5,CODE_SMELL,"misra,unused",0.4,1,0.1,0.05,3046680,This block of commented-out lines of code should be removed.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,28,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""endTransformingElement"" is 28 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the """" string literal on the left side of this string comparison."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,20,CODE_SMELL,"bad-practice,cert,cwe,error-handling",0.8,1,0.1,0.05,3046680,Catch Exception instead of Throwable.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/SourceWritingTransformer.java,30,BUG,"cert,cwe,error-handling",0.8,1,0.1,0.05,3046680,Remove this throw statement from this finally block.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Replace all tab characters in this file by sequences of white-spaces.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,"Rename this field ""_useParameters"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,5,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Move the array designator from the variable to the type.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,"Rename this field ""_useCookies"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,"Rename this field ""_useSessionInfo"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,5,CODE_SMELL,suspicious,0.4,1,0.1,0.05,3046680,Either remove or fill this block of code.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,20,CODE_SMELL,performance,0.4,1,0.1,0.05,3046680,"Replace the synchronized class ""StringBuffer"" by an unsynchronized one such as ""StringBuilder""."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,21,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,"The Cyclomatic Complexity of this method ""getLogicSheetParameters"" is 21 which is greater than 10 authorized."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/TraxTransformer.java,10,CODE_SMELL,"cert,error-handling,suspicious",0.6,1,0.1,0.05,3046680,Either log or rethrow this exception.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/WriteDOMSessionTransformer.java,2,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,"Rename this field ""DOMName"" to match the regular expression '^[a-z][a-zA-Z0-9]*$'."
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/WriteDOMSessionTransformer.java,5,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Move the array designator from the variable to the type.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/XIncludeTransformer.java,90,CODE_SMELL,"antipattern,code-smell",0.2,1,0.1,0.05,3046680,Complex class
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/XIncludeTransformer.java,5,CODE_SMELL,convention,0.2,1,0.1,0.05,3046680,Move the array designator from the variable to the type.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/XIncludeTransformer.java,10,CODE_SMELL,brain-overload,0.4,1,0.1,0.05,3046680,Refactor this code to not nest more than 3 if/for/while/switch/try statements.
AV4laW8sG0XxMwG_V0EC,09/03/2003 00:11,org.apache:cocoon:core/cocoon-pipeline/cocoon-pipeline-components/src/main/java/org/apache/cocoon/transformation/XIncludeTransformer.java,10,CODE_SMELL,bad-practice,0.4,1,0.1,0.05,3046680,"Move the ""text"" string literal on the left side of this string comparison."
